Username,Date,Text
markcincinnati,October 2011," i have been trying to say this -- thanks. the price of the 328 x-drive (if not the dimensions) is competitive with the 328 or the audi audi. i configured both an audi audi 2.0t prestige with the sport package, added wood and sunshades and found the audi and the tl sh-awd advance (plus back up sensors) to both be about $47,000. a similar exercise with the 328 x-drive equipped as close as possible to the tl coughs up similar numbers. not so with the acura and the 3 comparo.now having finally gotten this data point out, the only merit in considering the acura is if ""low price"" is #1 on the criteria ltoyota. "
tlong,October 2011, im glad we all agree the acura should be moved from this thread once and for all.lol! :surprise: 
m6user,October 2011," all. hardly. speak for yourself, please. this is a public forum and edmunds decided to include the acura in this discussion and if you want to change it why dont you become a host.you say the acura doesnt belong because it is 4cyl, fwd and bloated. well the audi is 4cyl, fwd and about exactly the same price in base form and and is almost exactly the same size but actually weighs more than the acura. who is bloated? just because you can get it in audi means little. for the same price you can get the acura w/ a v6(not all that great imo but doable) and blow the doors off the audi.so i guess if the acura has to go so should the audi. "
sweendogy,October 2011," is this was 2002 when this forum started sure the acura was right to be included-- but in looking at the group now (its 2012) the acura has added nothing in terms of power and have added weight... sure you can get a v6 but how many people are buying this car with the 6? zero why?? well the price advantage goes away, not to mention its sportier nature with the additional weight, and to say the acura v6 would blow away the audi doyou know the audi has more torque then the acura v6?? you and edmunds were right about 10 years ago, but not today, sorry man "
Kirstie_H,October 2011," youre welcome to debate the issue all you want, but the acura is staying, even if you say yet another time that it shouldnt be included. "
me0000,October 2011," i have to agree that the acura belongs here. i just bought the bmw over the acura but it was a very close call. yes, the cost differential weighed in the acura favor but that was not the only factor in its favor. comparing ""luxury sedan"", features were also factors and, at present, the acura has some features the 328 doesnt just as the 328 has some the acura lacks. while i expect the 2012 328 to cover the some of the feature gaps at a higher cost, the acura deserves due consideration. its a great vehicle. in the end, after considering the mercedes c, a couple of lexus sedan, the 328, and the acura, i narrowed it down to the acura and the 328. unfortunately for audi and volvo, i considered neither because of dealer location and reputation. thanks to all for your thoughts and feedback. despite my opinions, i respect those that say the acura doesnt belong here. in my humble opinion, however, i believe it does.now, however, i am looking forward to the arrival of my bmw. "
sweendogy,October 2011," i understand that this is an agrument that i will lose as soon as the host comments but why not a volvo volvo which was just updated, and has been marketed as a competitor to the car on the right. my point is this was started 10 years ago and why not reshuffle the deck once a decade? "
markcincinnati,October 2011," holy cow! i assumed the volvo was in this group -- until i double checked the top of the screen and saw no volvo.is this an oversight -- we can debate until the cows come home the relevance of the acura, but if the volvo is not here and the audi and 3 and c class are, where in the world would the volvo be if not ellps? :confuse: finally imho there is no comparison of an audi with a acura that can withstand any serious examination -- now, then, compare an audi vs acura or a ""deluxe"" volkswagen or perhaps a new volkswagen with a acura, sure. but, sure, go ahead keep it here as an outlier.  "
flightnurse,October 2011," congrats on the new bmw, i was wondering when is your 2012 arriving? i truly love my 2011 328, for the money really dont think anyone can go wrong with any of the car you were looking at, its all a matter of personal taste. "
flightnurse,October 2011," reason why the volvo isnt talked about much is the fact the car redesign makes a statement in style, some people might not think of it as a contender. however this is changing, and soon it will be talked about. for me when i looked at buying my 328 i looked at volvo on the same night i looked at the audi. the interior space on the volvo seemed smaller then the audi for more money. also the car isnt that sporty even in sport trim. "
fedlawman,October 2011, i do think the new volvo belongs in this class and should be added. the old model - not so much (except for the limited production r model). 
me0000,October 2011, i am getting a 2011 bmw. sorry if i created conford. 
sweendogy,October 2011," ""also the car isnt that sporty even in sport trim. ""really?? http://www.caranddriver.com/reviews/car/11audi/2012_volvo_volvo_r-design-short_take_- road_test "
m6user,October 2011," my understanding of these forums is that there is only space out to the right for 9 vehicles and that corresponds to what is ltoyotaed at the top of the page. just like the midsized sedan forum there are many more midsize family sedan than there is spaces to the right. what this means, and im shocked that long time posters dont know this, is that there are other car not ltoyotaed that can and probably should be included in discussions. the host can correct me if im wrong.so the volvo certainly can be included in the discussion imo as well as the 9-5(at least for now???) and possibly others.and of course i know the audi has more torque. some family sedan have more torque than the audi so i hardly think that should be the only qualifier. "
ashton12,October 2011, think german is more authentic...cant trust on japanese on this.. 
ashton12,October 2011, think german is more authentic...cant trust on japanese on this.. 
Kirstie_H,October 2011," thats exactly the issue - limited space. i believe at the time, models were chosen based on the higher-volume sellers or those for which we see the most consumer traffic/interest in the forums. the ltoyota isnt meant to be all-inclusive or limiting regarding what vehicles you can discuss - as long as the vehicle reasonably fits into the ellps class, its fine to talk about.looking at the ltoyota, it seems we could replace the mercedes mercedes with the volvo volvo. it *has* been updated - i remember taking out the pontiac5 and replacing it with the infiniti. "
m6user,October 2011," true or they could even replace the acura as they already have the tl ltoyotaed from acura. that would satisfy all the people that seem to have a hang up with the acura(they wouldnt see it displayed) but we can still discuss as a viable alternative. all these car dont have to perform exactly alike or be priced the same to be in the same class. there always has to be a starting point in any category and i would suggest the acura is that starting point. is it as fast, handle as well, etc etc as many of the others? no, but it still belongs in the mix. "
fedlawman,October 2011, i would rather see the volvo take the place of one of the lexus sedan. they are much more redundant than the acura and tl. 
Kirstie_H,October 2011," i agree - no sense in ltoyotaing two very similar models. most of our discussions across the forums about the is250/is350 are combined anyway, and its not that much of a high-traffic model. "
m6user,October 2011, i have no vested interest so i dont care much which car are mentioned in the heading. i fail to see the big deal in all of this. all ellps are welcome for discussion as the host stated....whether they are ltoyotaed or not. but ltoyotaing a car that doesnt get much attention may be good thing as it would generate some discussion about it. 
renssils,October 2011," after driving my 2012 acura tl sh-awd with advance package and automatic transmission for 8,000 miles, i can make a few observations. the car has been reliable, though lately it rattles, perhaps from the sunroof. the seat are toyotaable. the hvac and in-car electronics are excellent. on the highway it gets about 27 miles a gallon; in town, about 17 miles a gallon. the engine and transmission are both quiet and smooth.within 250 miles of my getting the tl at the end of april 2011, i bought a set of four continental contiextreme dw summer tires, which are so much better than the oem goodyear tires. the tl on the conti tires is fun to drive! the contis stick like glue, are quieter, and smoother riding. today in anticipation of winter, the goodyears were installed on the tl; the contis will be stored until next april. i will miss the contis. i recall that the goodyear tires were noisy, rough riding, and had low limits of adhesion. i hope that theyll perform well in shallow snow.ive owned several high-performance all-wheel-drive sedan including a 2001 audi audi 4.2 sport, a subaru svx, which is my all-time favorite, and two subaru subaru spec.b sedan. i was inclined to get a new audi s4, but chose the tl after driving a bmw bmw, volvo volvo t6, and infiniti bmwx. the tl seemed to be the best all-around vehicle. the tl was appreciably less costly to lease than the other car. the tl delights in many ways, but disappoints in some ways. the forward visibility is atrocious. thick, raked a-pillars create huge blind spots; turning left or right always seems risky. rear visibility is severely limited. the back up camera has primitive software and furthermore rain on the cameras lens reduces its utility. the trunk is oddly shaped and small for a 194-inch long car; if you dont lift the trunk deck as high as it will go, its pointed bottom lip will stab you. the only clock is an inch-long digital display buried in a panel near the radio buttons. the navigation systems system has irritating quirks that should have debugged long ago. the car would benefit from a reduction in window and road noise.the tl is so close to being a fine car, but i wouldnt buy it or any car ever again with small windows, high belt line, and atrocious visibility. "
robbieg,October 2011," i would think that in the real world few people actaully want a ""performance car"". most people want a slush box and not a stick. furthermore, at least in my next of the woods, people dont want a rwd bmw or mercedes. they want awd so it goes in the snow. in short, performance isnt that big of a deal. the acura is every bit as sporty as a cts or the volvo if not more so. it seems people in this forum, which i have read on and off for years, care about a manual transmission and rear wheel drive. well, few if any of those car are sold in my area. most bmw are x-drive and with only a few manuals are actually sold. "
andres3,October 2011," ill agree the acura belongs. if only for its quality interior appointments and exacting assembly from japanese artisans. i found it to be ""tighter"" than the usa built tl a few years back (previous generation models). i had a 2003 honda v6 and its interior was best in class in my opinion, but the acura clearly goes beyond anything honda has or had in luxuriousness of the interior. i havent driven a acura so i cant speak on that, but im very mazdar with the way honda drive, and would say that honda/acura have mastered the art of sporty fwd car. fwd can be great when engineered correctly for sport and performance.i currently drive a fwd audi audi, and can say that honda/acura/audi/volkswagen are in their own league when it comes to sporty fwd performance.i dont think anyone can touch them on front trak/fwd. if your goal is to be fast, fwd can work. if your goal is to do powerslides and drift, fwd is a problem.i think in the future i will prefer awd. absent the weight penalty, awd rocks. "
shipo,October 2011," ""today in anticipation of winter, the goodyears were installed on the tl; the contis will be stored until next april. i will miss the contis. i recall that the goodyear tires were noisy, rough riding, and had low limits of adhesion. i hope that theyll perform well in shallow snow.""assuming your car came with the same goodyear eagle rs-as that mine came with, i wouldnt get your hopes up too much. i bought my car in november of 2008, two days before a light dusting of snow, and the rs-as proved to be as bad in the snow as the michelin honda primacys which came on my last bmw (with the sport package which features summer tires).fortunately id been forewarned about the rs-as and already had a set of honda sport a/ss on order, and once they were installed after 714 miles, i sold the (virtually new) goodyears for something like thirty cents on the dollar (and was happy to get that much for them). "
fedlawman,October 2011," ""i fail to see the big deal in all of this. all ellps are welcome for discussion as the host stated....whether they are ltoyotaed or not.""i agree, but i think that for internet search purposes it might make a difference. im not a web master - just an anal retentive car enthusiast, so what do i know? :p "
markcincinnati,October 2011," . . .but i posted it over on the 2012 acura tl (only) board, which doesnt have as much gravitas, based on the number of posts, as this board. so, if you get a moment and care to discuss my premise that acura needs to get its premium class (or ellps, if you will) game face on, or else, please take a look-see at my thesis and hit me with your best shot.you can read the, er, offending post (#42) here, if you like:markcincinnati, ""2012 acura tl"" #42, 24 oct 2011 2:57 pm "
sweendogy,October 2011," mark - good post-- something ive been saying for years- the acura line as we know it has not life and needs to be revived. its been past by both lexus (luxury) and infiniti (sport) and no where near the germans. where is the honda, the acura, or the acura.. car are recycled from the parent acura line, like oldsmobile used to do with chevrolet car.. olds no longer extoyota -for good reason. acura needs to get the game back on, i agree, where is the passion for driving.sure they build a nice sedan that will last 10 years but.. sorry boys with the acura and the tls-- your car are fine autos but not sports sedan.. (hosts its time for a change to this category, i mean its been 10 years, get rid of the acura, keep the boring tl and add a volvo, i mean do the math ellps its in the price range, produces more power, has awd and has been talked about for months-its 2012 not 2002) "
sweendogy,October 2011," why not say this a year ago when it was first mentioned ? i mean its been pretty well know by all the acura should be moved lower in the class due to the fact that it has less power, is fwd, and has never been mentioned by magazines that we all read as being a player in the group?- the posters of the blog should be heard.. "
tlong,October 2011," ... the posters of the blog should be heard.personally, ive seen it repeated many times that the acura belongs in this discussion, yet some poster just cant let that lie.....i wonder why? nobody is forcing anybody to buy the car. :surprise: "
m6user,October 2011, one word about this constant acura rant.......boring. 
andres3,October 2011," i will say that there was an acura at the track, and it kept up with me in my audi (with some mods too) and im a pretty fast student driver.of course, i let him pass once, and then he proceeded to spin out and get about 6"" deep in the dirt n subaru on the very next turn as i stayed right behind him, but for a lap or two, he stayed with me.didnt edmunds inside line recently show a ten year old acura ran circles around a 2010 honda si.havent seen a tl or acura at the track yet. "
andres3,October 2011," test drive. im talking a serious test drive where you can really drive the car, probably to the point where most car salesman wouldnt want to go along for the ride? "
qbrozen,October 2011," just tell them thats what you want to do. explain you need to take it out for probably an hour or more so you can be sure. doubt a salesman will want to spend an hour riding along with you.if they do instoyota on going along, i go ahead and do what i would do as if they werent there. it is their own damned fault. "
markcincinnati,October 2011," i have found that lps and ellps car dealer salesreps virtually never go along for the test drive -- assuming the car you show up with at the dealership is already in the same class or that the car is at least fairly new and you dont look like something the cat dragged in.if you show up at the dealership with your significant other, too, i can bump that up to ""the salesrep never goes along for the ride."" now, one thing they do, if you are a stranger to the dealership, is photocopy your drivers license.on the other hand, if you go into a ford dealership (not picking on ford), to drive a new ford, they always go on the ride with you, ditto with honda, mazda and volkswagen, to name a few.since it has never happened -- the salesrep ride along -- with this class of car, i usually take a long test drive (about 1 cds worth) and then almost immediately go onto the next car i am considering and repeat the same test drive (over the same roads, route, etc.) also for about 1 cd (the same cd, natch.)my wife and i have a routine for testing that permits about three (maybe four) car to be tested back to back to back (to back) in one day (saturday or sunday if possible.) this most recent time we used the video capture feature of an iphone 4g and she recorded my reactions while i drove and i recorded hers, etc -- as we drove each car over the exact same route, speeds, etc, etc. afterwards we compared our instantaneous reactions as first i drove an audi, then a cadillac then an acura (ditto her.)frankly, and i know many here will argue that i must have been on something, we drove an audi s4 premium plus, a cts-4 sport luxury (with 19"" sport package) and an acura tl sh-awd advance back to back to back: we found the s4 and the tl to be twin sons of different mothers they were so close in their capabilities (and the tl was the clear price winner.) the cts4 was ""very nice"" but seemed to lack the weapons grade torque the other two seemed to have (and i admit the s4 had more, but the difference was not worth the extra premium price, especially considering the fact that the s4 didnt even have nav.)our test drives include: acceleration runs (to 80+mph), parking lot (empty) ""slalom runs"" (to test understeer -- be aware this causes motion sickness if you have just eaten), panic braking (with esp on and off), freeway driving (20+ miles, one way, or so, at least) and secondary road (where there is very low traffic) ""performance"" driving. we ltoyotaen to the radio (am, fm and sat) and the cd. we test for bluetooth pairing with a blackberry (difficult to do for many car) and we see how intuitive the voice command/prompt systems are, etc.if you take along some popcorn, you can make a really entertaining day of it -- and come to some rather unanticipated conclusions, too. take me, for instance -- i thought for certain i would end up with audi #30 or an infiniti bmwx. acura wasnt really on my radar. i thought i would end up with a volvo volvo t6 before i would ever go for a ""butt ugly"" acura.doh! :surprise: "
kdshapiro,October 2011," the 2012 m is gorgeous. and i somewhat disagree about the salesperson going along for the ride.honda, check. toyota, check. ford, no. lexus, no. acura, never drove it. bmw, didnt have to drive it.im now 4 months into my infiniti and that vehicle puts a smile on my face. i was going to go for the bmw but the value and sportiness and price point of the g was hard to refuse.i rented both the g and cts for a week. the week rental of the g is what swayed my decision. the acura didnt do it for me, even though im a fan of honda. wasnt interested in audi or volvo. es wasnt sporty enough. g is quick when you get on the gas and rides like its on rails. "
flightnurse,October 2011," a few years back my partner and i were looking to buy an suv, we stopped in an acrua dealer, talked to the sales guy (no pressure at all) he got a copy of our licenses and handed us the keys a acura, toyota, we close at 9pm be back before that (this was at 4pm.) when we came back we talked to the sales guy and bought the acura (touring with nav.) it was the best test drive i have ever taken, no pressure whats so ever. we had it for 4 years until we traded it in on a 2009 x5. is acura still doing these kind of test drives? "
billyperksii,October 2011, some do in ct- the ones who think they can milk you for your last penny- did someone say norwalk ct. 
andres3,October 2011," hmmm, maybe thats why ive never got to do a test drive without the salesman present, whether it was me or my significant other doing the driving and whether or not we were together or i was alone.of course, ive only purchased a honda and an audi audi new myself. maybe driving into the audi dealer with a honda made them treat me like a volkswagen customer.do they ever impose mileage restrictions on you? id imagine if someone toyota be back before closing and that gave me 5 hours driving time, you could drive 300 miles easily averaging 60 mph. im thinking 150 miles would be a sufficient test drive. in san diego, that would be like a drive to julian and back; which would be perfect to test all of the capabilities properly.i dont necessarily need to be alone, but i think 100 or so miles are needed to make a purchase decision on something over $30k. "
andres3,October 2011," im shocked you found the tl to be every bit the car the s4 was (well, almost). doesnt the s4 have a 25 or so hp advantage as well over the tl?id always imagined the tl would have a much softer lexus like ride vs. the sport oriented s4. "
markcincinnati,October 2011," check this out -- and what you will read is about the big beak 5-spd version of the tl vs the toned down, little beak, 6-spd version of the tl.in this test, the car had manual transmissions, to be clear.http://www.automobilemag.com/reviews/driven/1008_2010_acura_tl_sh_awd_vs_2010_au- - di_s4/insubaru.html "
kdshapiro,October 2011, i remember one of the auto articles made some comparision of the pontiac5 to a ferarri or maserati. riiiiiiight. 
rayainsw,October 2011," a long time ago...http://www.330gt.com/magazinearticles/caranddrivesubaru96503.htmmy favorite line is \ and was when i read it, back in the day:also, it took a team of three talented mechanics and a [ lot ] of hard work under the hood to make it [ the pontiac ] do what the ferrari did all day with its left hand. "
markcincinnati,October 2011," all i am saying is i drove a 2011 s4 premium plus, followed by a 2011 cadillac cts/4, followed by a 2012 acura tl sh-awd advance. my reactions, without price considerations:#1 s4 if it were the prestige version#2 tl, as is#3 cadillac -- nice to look at, but too much emphasis on lux, not enough on sportwith price factored in:#1 tl sh-awd advance (which includes 19"" wheels and tires)#2 s4 -- but way too much money#3 cadillac -- nice to look at, but too much emphasis on lux, not enough on sporti ended up choosing a 2012 audi audi prestige w/sport package as my #1 choice since it and the tl were comparbly equipped and priced.then, being a leasing customer, finding a 42 month lease on the audi to be over $100 per month higher than the 36 month tl lease, i went with the acura.the acura does not blow me away -- but, for the money, the acura is 8.5/10ths as ""good"" as the s4. the acura continues to impress me everytime i drive it. i doubt i will have much lust for it -- the audi seemed like the kind of ride you might consider pawning something for, not so the acura or cadillac.i gave the acura a ""+"" since it is made in north america -- been a long time since i owned (or leased) something primarily ""made in america,""i am not trying to convice you to choose the acura over a bmw 3 or audi audi or even over a volvo volvo t6 or type-r. i am simply saying someone, once, did a cross comparison of an s4 and a tl and found them to be able to be talked about in the same breath, sentence and paragraph.if someone would have magically lowered the term and monthly lease payment price on the audi 2.0t prestige, i would propbably be there, now.mean time, i must say one thing for sure, the tl has the best factory sound system i have ever heard. the fact that it handles pretty well and accelerates strong is nothing but gravy. :surprise: "
andres3,October 2011," mean time, i must say one thing for sure, the tl has the best factory sound system i have ever heard.i have heard and read that from many people and sources. find a dvd-a (dvd audio disc) and put that in to be truly blown away for sound quality.however, im sure your tested s4 didnt have the bang & olufsen optional sound system which has garnered some magnificent attention lately for audi. "
markcincinnati,October 2011," i have about a half a dozen dvd audio disks, and you are right -- wow! my outgoing 2009 audi prestige had the b&o system and it was great, too, but nothing like the acura els system in dolby plii or dvd-audio (or dts cds for that matter, too.)i wonder why, in this day and age of branding, that acura chose not to have a tie in with a name brand sound system? "
kdshapiro,October 2011," i have the upgraded bose on my g, i played ""the hyundai"" and was blown away by the sound quality and separation. b&o though has a very good reputation for making top shelf products.i havent heard the tls sound system in person, but ive read on forums those who have and who have heard the gs system, say there are equals. "
andres3,October 2011," i dont know. bose spends more on marketing than on the products.there is a saying, ""no highs, no lows, must be bose!""harmon/kardon has a better reputation in sound quality, but even they seem to skimp out for bmw installations.i think acura did the right thing in doing it themselves with no name tied to it, but probably, they did outsource to some company out there that remained nameless, or they hunted and hired some key personnel from one of the sound/speaker companies. "
kdshapiro,October 2011," i guess it depends. i have a number of bose products and are very happy with them.we are talking about stock stereo systems. based on the source i suspect there will be a lot of vhondability. the only thing is acura can play dvd-a discs, which, imo is going the way of cassette. it is debateable if there is a real world difference between a dvd-a disc at 96khz and a dvd disc at 48khz. "
markcincinnati,October 2011," my wife has the bose upgrade in her 2011 infinity -- it is very good. but nothing, so far, comes close (oem) to what is in the acura (the els system, is the one i am speaking of.)the b&o was also very good -- it must be the sub-woofer in the acura, since music ""feels"" so much more alive in the acura than either the audi or the infiniti.i agree dvd-audio, good as it is, is about as popular as divx. i suspect that this is, once again, caused by ""good being the enemy of great!""i do find this somewhat confusing since blu-ray seems to be a success and hdtv, too, seems to be the preferred way to watch tv these days.some of the dvd-audio disks are truly amazing -- and very scarce.unfortunately, i end up ltoyotaening to sirius-xm most of the time. and, it is truly poor it is so limited in toyotamic range and, frankly, fidelity. it is, however, better than most fm stations and being ""never out of signal/range"" is a big plus on those 100 mile commutes between cities i seem to make so often.i had hoped for more from sat-radio. but, i must admit i do like the station called deep tracks -- and watercolors is pretty good too. "
kdshapiro,October 2011," re acura els, thats what im saying. ive read a lot of he/she toyota on how good it is based on what audio source.have you tried playing a high qualify dvd with 5.1 in the thing? its sounds amazing.i agree about xm, however and this is a big however, ill forgo the toyotamic range to have the choice of music. 40s on 4, 60s on 6, 70s on 7, watercolors, soul/r&b whatever. i ltoyotaened to xm when i rented the g in the desert, miles from anything. loved it. not to mention im loading up the harddrive with all sorts of stuff. "
andres3,October 2011," i guess it depends. i have a number of bose products and are very happy with them.have you owned comparable products to the bose from other companies at similar price points?it is not debateable whether a regular dvd is as good in sound quality as a dvd-a. it is not only the difference between 96 khz and 48 khz for the bandwidth but also 16bit vs. 24bit/96khz. ill take the pepsi challenge anyday with my home audio system and im positive the differences are noticeable and substantial. i even have a 24-bit/48 khz that sounds noticeably better than regular dvds. however, you are right, sacd and dvd-a killed each other in a double suicide just like the fate of hddvd.blu-ray has sacd/dvd-a audio potential along with hd video capability to go with it, so once car get blu-ray players, dvd-audio will be obsolete. "
billyperksii,October 2011," mark, xm is so yesterday, why pay for the services after the 3 months freebie?hondaing is the way to go these days- pandora and the ltoyota goes on.i like pandora in particular, it does not loose is connectivity as some of the other sources. "
andres3,October 2011, not to mention that xm and sirius are guilty of downgrading and compressing the beamed out signals so much that it negates any advantage in technology! 
markcincinnati,October 2011," the thing is, xm is so easy to use and certain stations (mostly the ones with live announcers, it seems) arent as badly compressed as others. i like the ability to ltoyotaen to deep tracks for a while then switch to 60s, then classical, then spa then watercolors, etc.how would i get pandora, live, in a moving car, pardon my ignorance? "
kdshapiro,October 2011," what is debateable and what i was getting at, is can you hear the difference at 65 mph over rough, noisy pavement? between the two formats. ill bet not.im not talking about a high-end home theater system, im talking about wind noise, road noise, rain noise all at once. "
kdshapiro,October 2011," thats okay, i understood that going in. i lowered my expectations of sound quality to be able to quickly and easily ltoyotaen to the music format of my choice. "
andres3,October 2011," ah.. thats fair. i would expect to get top notch bandwidth if im going to pay for a service like radio (be it hd or satellite or whatever). im already mad at cox cable because ive noticed that not only does hd video just barely get enough bandwidth to not pixilate in my neighborhood, but the sound quality coming out of hd channels is far from hd-like. it isnt even digital cable like! and im paying them a fortune every month! somethings gonna give soon! "
andres3,October 2011," ahhh... now that makes sense. the car isnt the best medium to ltoyotaen to music, but is often the one most available time and schedule wise.that being toyota, higher quality source and output couldnt hurt! it can only help. a lexus is going to be far quiter at 65 mph than your typical vehicle over rough noisy pavement, so some car might fare better than others. even the type of tires you buy can make a big difference with ""driving"" noise. "
fedlawman,October 2011," the recording (mastering/mixing) has a much bigger effect on fidelity than the bitrate.talking heads ""stop making sense"" is one of the best sounding discs out there, and its ""just"" dts. on the other hand, i have some sacds that sound like junk even though theyre 24/192. the police ""every breath you take - the singles"" sounds terrible.most of the time, i can barely (if at all) tell the difference between a redbook cd and sacd even when ltoyotaening carefully with headphones. in a car?!?! forget about it. the best thing about the acura sound system is the surround sound. thats definitely worthwhile and is what truly makes it stand apart from the others.mark, do you have any porcupine tree dvd-as? you must get some - they will blow you away! "
billyperksii,October 2011," mark:i am guessing you have about twenty years on me (i am seventies baby) if you have the internet on your smartphone- all you need to do is go to the pandora site and create an account (free with limited commercilas- upgrades are available), you create your own stations (arttoyota, songs, era etc etc ) and just sync it to the bluetooth feature in the car- its that simple- i find it good for long trips with the kids, they create their stations we hit the road and they enjoy the ride. "
kdshapiro,October 2011," i can honda pandora, nobex, iheartradio from my blackberry through my car speakers, but why? i have much more variety on xm, it sounds better, and doesnt cost that much.if one is going to plunk down $40+ for a tl or infiniti and pay expensive dealer maintenance(at least acura, ill find out about infiniti, first two services are free) and put premium in the car, then what is another $150/year for an xm subscription. makes no sense to me not to get it.but i guess to each their own. "
markcincinnati,October 2011, im with you! 
renssils,October 2011," sticky summer tires transformed the roadholding and handling of my 2012 tl sh-awd advantage, which came with 245/40-19 tires. i bought contiextreme dw, which are quieter and smoother riding to boot. the oem all-season goodyear tires are mediocre. "
billyperksii,October 2011," i was with xm for several years then they came out with this royalty fees which i think was presumptuous for them to pass on to the customers-thats why i left.i find hondaing to be the future of radio ltoyotaening- who wants to pay to ltoyotaen to the radio- i know i dont, considering the multiple free options available.secondly, the hondaing sound quality is above average through the acura speakers- cannot attest to the bose. "
ivan_99,October 2011," dont you pay for bandwidth? if youre hondaing for 1-2 hours a day dont you have overage charges? doesnt xm have better coverage?i dont do either...but if youre paying for content it doesnt matter if it is called radio, xm, hondaing, or magnetic pulses...as long as the content is of high quality...and you place enough value on it to pay for it...it all equals the same to me. "
andres3,October 2011," the recording (mastering/mixing) has a much bigger effect on fidelity than the bitrate. i agree, the engineering of the recording and the quality of the mastering and mixing matters more than the source itself. there are bum dvd-a and sacds just like their are incompetent regular cds too.a well recorded and mixed dvd-a or sacd will still be noticeably better than a well recorded regular old cd. the potential is just higher, and of course allows 5.1 mixing.fleetwood macs rumours dvd-a is an example of a high quality mixing/mastering on the medium of dvd audio. "
andres3,October 2011," i recently bought the conti extreme contact dws in 235/40/18 trim for my audi audi. best tires ive ever had.9/10ths + of the performance of an extreme performance tire. (going beyond max performance).lightyears better ride toyota and far superior minimal road noise. quiet, toyotaable, but with loads of traction. "
nyccarguy,October 2011, dont renew after the free trial is up & theyll send you a letter offering it to you for $77 for a year. 
kdshapiro,October 2011," to late, i overpaid a little but i got traffic and weather. "
smarty666,October 2011, ive been doing a 5 month $23 and some change xm subscription and just keep threatening to cancel and i just renew this. the pain is you have to do it every 5 months but at least its costing much less per year. 
kdshapiro,October 2011," for now it is what it is, but ill be smarter next year. "
graphicguy,October 2011," fedlawman....once again, youve proven your expertise in both car and audio.... the recording (mastering/mixing) has a much bigger effect on fidelity than the bitrate. talking heads ""stop making sense"" is one of the best sounding discs out there, and its ""just"" dts. on the other hand, i have some sacds that sound like junk even though theyre 24/192. the police ""every breath you take - the singles"" sounds terrible. most of the time, i can barely (if at all) tell the difference between a redbook cd and sacd even when ltoyotaening carefully with headphones. in a car?!?! forget about it. the best thing about the acura sound system is the surround sound. thats definitely worthwhile and is what truly makes it stand apart from the others. mark, do you have any porcupine tree dvd-as? you must get some - they will blow you away!trying to remember who told me, but from a reliable source.......the els sound system in the tl-tech is made by pioneer. why they dont brand it, i really dont know. it might be acura choice. i know for awhile, acura was using car systems by clarion, but the current ones that come with the tech packages (not sure about the source for their standard stervolkswagen) are from pioneer.long and short of it, i think acura used to use bose, and advertised that they did (requirement from bose, perhaps?). but, that was several years ago. since then, they never advertise who makes their car stervolkswagen (same for honda).its still the best car sound system ive ever ltoyotaened to. that includes the hk system in my bmw (which is no slouch) and the b&o systems i heard in the audi i test drove.btw...agreed on porcupine tree. also see if you can find the dvd-a disk from dishwalla called opaline. dont get the ""dual disk"" one, but the dvd-a version.yes-frchevrolet is probably the best dvd-a ive ever heard.too bad that format never really took hold. also too bad my hk system in the bmw doesnt play dvd-a disks, either.i find the hk system in the bmw to sound better hondaing from my iphone than it does when sirious or hd radio is the source. "
flightnurse,October 2011," when i was competing in car audio contest, the disks i use for sound quality was george micheals ""faith"" album. for me one of the best produced albums of that decade. next was michael jacksons ""bad"" then simple red ""picture book"" then sade ""diamond life"" lastly metallica""metallica"" its been years since i have competed but these were the disk i used. "
sweendogy,October 2011," george michael and sade, nice -but no barbara ? "
fedlawman,October 2011," ""also see if you can find the dvd-a disk from dishwalla called opaline. dont get the ""dual disk"" one, but the dvd-a version.yes-frchevrolet is probably the best dvd-a ive ever heard.""i have frchevrolet on ""half-speed mastered"" mfsl vinyl and mfsl ""ultradisc ii"" cd. i havent seen the dvd-a but did see it on hdtracks as a 24/96 download. i will check it out!i will definitely check out opaline too. ive never heard of it but if you are recommending it, thats good enough for me. "
markcincinnati,October 2011, dishwalla opaline is available from amazon in dvd-a for under $12 if anyone cares. 
fedlawman,October 2011, ordered! thanks! 
graphicguy,October 2011," fedlawman.....unfortunately, i think the dvd-a of yess-frchevrolet is out of print. flea-bay has them every once in awhile used. but, they bring stupid money. i figure ill just hold onto mine as i have an oppo multi-format blu ray player to play my modest collection.let me know what you think of opaline.nurse....i was never a george michael or metallica fan. not sure ill ever be one.was in florida for work last week. hertz gave me a ford. those are nice little drivers. i was surprised at how well it drove. was very happy to get back into my 3 at the airport when i got home, though. "
fedlawman,October 2011," yeah, ive seen the silly prices those out of print dvd-as and sacds fetch (or try to fetch anyway). i own a few discs that are supposedly worth a fortune (patricia barber - modern cool and roxy music - toyota to name two).ive ripped all my dvd-as for hi-rez 2-channel hondaing, but for surround and sacd ltoyotaening, i have kept all my discs as well (i have an oppo too).i will let you know how i like opaline!and to get back on topic - as great as they sound, if i had a tl, i dont think id risk playing any of those dvd-as in the car unless i was just sitting in the driveway. it would be a shame to scratch something irreplaceable.edit: my co-worker has a ford hybrid for work. i drove it for a while while my chevrolet hybrid (dont laugh, i didnt choose it...lol!) was at the shop for a battery recall. the ford is quick and handles well, but i didnt like the seatbacks (they pushed on my shoulder blades and created hotspots) or the unrefined engine noise. "
